Grantmaker Name,Contact,Street Address 1,Street Address 2,City,State,ZIP Code,Country,Telephone,Fax,E-mail,URL,Total Assets,Total Giving,Amount Funded,Grant Count,RFPs
Sonoma County Academic Foundation for Excellence in Medicine,,3569 Round Barn Cir,,Santa Rosa,CA,95403-5781,United States,707-718-7111,,,http://WWW.SCAFEM.ORG,1189621,,,0,0
Sonoma Valley Film Society,"Kevin Mcneely, President",PO Box 1613,,Sonoma,CA,95476-1613,United States,707-933-2600,707-933-2612,info@sonomafilmfest.org,http://WWW.SONOMAFILMFEST.ORG,220080,,,0,0
Stone Bridge School Parent Council,,1019 2nd Ave,,Napa,CA,94558-3938,United States,707-252-5522,,,http://WWW.STONEBRIDGESCHOOL.ORG,173724,,,0,0
Twbd Inc,"Jaida Im, Founder And Executive Director",PO Box 2065,,Burlingame,CA,94011-2065,United States,650-488-0831,,Jaida@FreedomHouseSF.org,http://WWW.FREEDOMHOUSESF.ORG,11167,119500,,0,0
Verity Medical Foundation,,400 Race St,,San Jose,CA,95126-3447,United States,,,,,11212847,,,0,0
Wave Property Inc,"Andrew Benton, Former Director; Faye Holton, Secretary, As Of 12/19; Joan Singleton, Secretary, Vp, Cfo, Thru 10/19; Joanna Elliott, Vice President, Thru 12/19",24255 Pacific Coast Hwy,,Malibu,CA,90263-4497,United States,310-506-4000,,,http://WWW.PEPPERDINE.EDU,20934470,,,0,0
Shmargad Family Foundation,,PO Box 4190,,Foster City,CA,94404-0190,United States,650-349-9756,,,,245036,,10,1,0
L.C. Elson Foundation,,,,Los Angeles,CA,90046,United States,323-851-8350,,,,8659,1018,20,1,0
Love the Kids Org,,319 San Benito Way,,San Francisco,CA,94127-2532,United States,415-706-6973,,,http://LOVETHEKIDS.ORG,34996,536,20,1,0
H & J Lee Foundation,,40653 Marino Way,,Fremont,CA,94539-3644,United States,510-440-8577,,,,44236,3250,21,1,0
Davy Foundation,,2108 N St Ste 4174,,Sacramento,CA,95816-5712,United States,,,,,,,26,1,0
Novello Family Charitable Foundation,,4575 Garden City Ln,,Corona,CA,92883-0659,United States,,,,,77901,10208,30,1,0
The Ramlaoui Family Foundation,,185 Paularino Ave,,Costa Mesa,CA,92626-3324,United States,213-760-5697,,,,312667,,35,1,0
Yby Family Foundation,,1832 Farndon Ave,,Los Altos,CA,94024-6236,United States,650-380-1595,,,,,513,40,2,0
Py Family Foundation,,1072 Wallin Ct,,Cupertino,CA,95014-5089,United States,6502841993,,,,79647,1550,45,2,0
Adee Foundation,,5096 Woodbrae Ct,,Saratoga,CA,95070-4756,United States,408-866-5965,,,,,2085,50,1,0
Blackburn Foundation,,6473 Seaport Pl,,Carlsbad,CA,92011-4039,United States,760-431-5550,,,,7239,12560,50,1,0
Bob & Charmaine Bush Family Foundation,,17770 Jessie James Rd,,Ramona,CA,92065-6962,United States,858-270-4360,,,,,64662,50,1,0
The Danaidae Foundation,,401 Mariposa Ave,,Los Altos,CA,94022-2178,United States,650-948-3034,,,,530878,3960,50,1,0
Djfm Foundation,,1406 Bellemeade St,,San Jose,CA,95131-3617,United States,408-250-5848,,,,660987,14700,50,1,0
Galaxy Foundation,,14594 Sobey Oaks Ct,,Saratoga,CA,95070-6143,United States,408-893-7304,,,,770124,1150,50,1,0
Mitchell & Lois Johnson Char Foundation,,29 Grande View Ct,,Rancho Mirage,CA,92270-5309,United States,760-250-1101,,,,,13440,50,1,0
Rekha K and Raman K Rao Foundaiton,,3087 Alexis Dr,,Palo Alto,CA,94304-1304,United States,650-941-7096,,,,,151,50,1,0
Stanislaus Sworn Deputies Association,,PO Box 2314,,Ceres,CA,95307-8814,United States,209-495-2117,,,http://WWW.STANISLAUSSWORN.COM,544415,1975,50,1,0
Andalon Family Foundation,,7786 Otto St,,Downey,CA,90240-3740,United States,,,,,9075,900,60,1,0
Norma Court Trust,,318 S Mansfield Ave,,Los Angeles,CA,90036-3057,United States,3239379330,,,,42202,2261,70,1,0
Pin-Wei & Grace Chen Charitable Foundation,,15233 Via Pinto,,Monte Sereno,CA,95030-2242,United States,408-395-2962,,,HTTP://CAAG.STATE.CA.US/CHARIT,466662,4500,70,1,0
Vedagaanam Inc,,4580 Faulkner Ct,,Fremont,CA,94536-5812,United States,408-409-4252,,,,4735,16000,70,1,0
Carol I Arnett Charitable Foundation,,617 Alberta Ave,,Sunnyvale,CA,94087-4360,United States,4087325194,,,,13145,5000,75,1,0
Zousmer Family Foundation,,11280 Vista Sorrento Pkwy Apt,,San Diego,CA,92130-7638,United States,858-354-3132,,,,,38772,75,1,0
Hd Future Global Foundation,,20136 Pierce Rd,,Saratoga,CA,95070-3854,United States,4082034827,,,,690915,,80,1,0
Qinyang Foundation,,888 Boyce Ave,,Palo Alto,CA,94301-3003,United States,650-862-7218,,,,840959,,80,1,0
Liangli Foundation,,3984 Washinton Blvd 348,,FREMONT,CA,94538,United States,5107907018,,,,1781870,1338,88,2,0
Anonymous Foundation,,5 Hutton Centre Dr Ste 860,,Santa Ana,CA,92707-8725,United States,714-957-2424,,,,,16100,90,1,0
The Svs Foundation,,18375 Ventura Blvd # 755,,Tarzana,CA,91356-4218,United States,818-424-7717,,,http://www.thesvsfoundation.org,290288,,100,4,0
J-Cube Foundation,,11557 Copper Spring Ct,,Cupertino,CA,95014-5101,United States,408-973-9582,,,,152746,3425,100,2,0
The Anthony & Trissa Napoleon Foundation,,1312 Opal St,,San Diego,CA,92109-1911,United States,858-488-6561,,,,1557907,150,100,1,0
Baxter-Copeland Charitable Foundation,,1746 Emerald Isle Way,,Oxnard,CA,93035-2944,United States,408-309-8766,,,,24092,12268,100,1,0
The Bill and Kathy Cohen Foundation,,11871 Cherry St,,Los Alamitos,CA,90720-4103,United States,562-843-9104,,,,,,100,1,0
Calvin Chung-Yi Wang Foundation,,22085 Clearwood Ct,,Cupertino,CA,95014-1102,United States,4082556588,,,,637337,8500,100,1,0
Drs Enrico and Esther Sobong Foundation,,858 Fire Dance Ln,,Palm Desert,CA,92211-5912,United States,760-610-5554,,,,26315,914,100,1,0
Dsds Lew Family Foundation Inc,,1450 Frazee Rd Ste 301,,San Diego,CA,92108-4340,United States,8585658333,,,,,,100,1,0
FILIPINO MIGRANT CENTER,"Romeo Hebron, Jr., Executive Director",2125 Santa Fe Ave,,Long Beach,CA,90810-3547,United States,562-676-4414,,romeo@filipinomigrantcenter.org,http://www.filipinomigrantcenter.org,2219464,10960,100,1,0
Foundation for Intl Understanding,,150 I Ave,,Coronado,CA,92118-1112,United States,6194351135,,,,89922,14458,100,1,0
Michael & Nancy Sitrick Family Charitable Foundation,,11999 San Vicente Blvd Ste 400,,Los Angeles,CA,90049-5131,United States,310-788-2850,,,,61153,105225,258350,43,0
Urban Family Foundation,,PO Box 5875,,Berkeley,CA,94705-0875,United States,510-306-2469,,,http://WWW.URBANFAMILY.ORG,436626,14974,258000,13,0
Gastric Cancer Foundation,"Stacie Hershman, Executive Director",PO Box 338,,Millbrae,CA,94030-0338,United States,650-302-1398,,stacie@gastriccancer.org,http://gastriccancer.org,861534,450000,258000,3,0
Brush Family Foundation,,2035 Oakland Ave,,Piedmont,CA,94611-3736,United States,510-655-9504,,,,1707133,87500,257950,114,0
The Greg and Lisa Stanger Charitable Foundation,,Frank Rimerman 1801 Page Mill Rd,,PALO ALTO,CA,94304,United States,650-845-8100,,,,1420843,55708,257720,22,0
Mae Family Foundation,,24040 Oak Knoll Cir,,Los Altos Hills,CA,94022-5100,United States,415-772-2953,,,,4519398,237350,257350,5,0
Castro Valley Educational Foundation,,PO Box 2693,,Castro Valley,CA,94546-0693,United States,510-397-4095,,,http://WWW.CVEF.ORG,1521046,143697,257202,8,0
"The H. Boyd Seymour, Jr. Foundation",,1661 Pine St Apt,,San Francisco,CA,94109-0422,United States,415-974-5466,,,,,181998,257100,1,0
Cancer Care Network Foundation,"Melissa Crandall, Director Of Operations",1531 N Columbus Ave,,Glendale,CA,91202-1202,United States,818-800-5806,,melissa@cancercarenetworkfoundation.org,http://www.cancercarenetworkfoundation.org/,1722,,257076,9,0
Mebran and Lris Ataee Charitable Foundation,,1143 Stafford Dr,,Cupertino,CA,95014-4911,United States,408-996-3570,,,,26,52599,257000,4,0
Ari and Nechama Baer Foundation Inc,,12808 Cumpston St,,Valley Village,CA,91607-1933,United States,818-212-9870,,,,15300687,1067533,256851,10,0
Gochnauer Family Foundation,,210 Hazel Dr,,Corona Del Mar,CA,92625-3059,United States,949-752-9000,,,HTTP://WWW.GOCHNAUER.ORG,5142828,198030,256816,33,0
Open Hearts Foundation,"Trena Pitchford, Executive Director",2637 Townsgate Rd Ste 200,,Westlake Village,CA,91361-2719,United States,805-852-1367,,trena@openheartsfoundation.org,http://WWW.OPENHEARTSFOUNDATION.ORG,560972,250000,256000,15,0
David B Rogers Foundation Dtd 6282000,,840 W Orange Grove Ave,,Arcadia,CA,91006-2008,United States,6264859955,,,,21210492,1200000,256000,3,0
Service Station Foundation,,11812 San Vicente Blvd Ste 200,,Los Angeles,CA,90049-6622,United States,3108260909,,,,8708137,1083018,256000,2,0
The Lyda & Rico Deluca Foundation Inc,,Co 1777 Borel Place 507,,SAN MATEO,CA,94402,United States,650-570-7766,,,,926492,75000,255900,19,0
The Cody Family Foundation,,446 Chapala Dr,,Pacific Palisades,CA,90272-4478,United States,310-858-4736,,,,853787,106110,255563,40,0
Roy E Crummer Foundation,,567 San Nicolas Dr # 410b,,Newport Beach,CA,92660-6513,United States,949-644-4702,,,,3766827,183000,255500,106,0
The Jp Martin Foundation,,10626 Quail Canyon Rd,,El Cajon,CA,92021-2239,United States,619-807-5299,,,,,74623,255398,32,0
Blue Donkey,,4640 Admiralty Way,,Marina Del Rey,CA,90292-6621,United States,626-796-9123,,,,,211173,255281,4,0
"Adelaide Christian Home for Children, Inc.",,PO Box 2894,,Laguna Hills,CA,92654-2894,United States,949-361-1346,,,,,116400,255130,15,0
The Small Change Foundation,,PO Box 27367,,San Francisco,CA,94127-0367,United States,415-265-0811,,,,27256,3991392,255000,24,0
Rinkle Family Foundation,,1825 Hamilton Ave,,San Jose,CA,95125-5624,United States,408-264-7800,,,,2988853,270000,255000,16,0
Nachtsheim Family Foundation,,420 Walsh Rd,,Atherton,CA,94027-6439,United States,,,,,734285,353000,255000,1,0
Songlin Family Foundation,,15314 Sobey Rd,,Saratoga,CA,95070-6289,United States,408-859-3196,,,,,,255000,1,0
Harry Allgauer Foundation C/o Marianna Allgauer,,7392 Mar Ave,,La Jolla,CA,92037-5200,United States,858-454-1829,,,,15938,51500,254800,13,0
Seeley W Mudd Foundation,,2121 Avenue of The Stars Ste 2200,,Los Angeles,CA,90067-5046,United States,310-277-3373,,,,1174341,52000,254750,135,0
Retirement Housing Foundation,,911 N Studebaker Rd,,Long Beach,CA,90815-4900,United States,562-257-5100,,info@rhf.org,http://WWW.RHF.ORG,226932871,4967423,254624,3,0
Robert J Louie Memorial Fund,,15 25th Ave,,San Francisco,CA,94121-1104,United States,415-397-8272,,,,355504,307500,254250,16,0
Allen Matkins Foundation,,865 S Figueroa St Ste 2800,,Los Angeles,CA,90017-2795,United States,213-622-5555,,,,104912,78192,254192,6,0
James and Deborah Klein Family Foundation,,1210 N Jefferson St Ste L,,Anaheim,CA,92807-1630,United States,7142435411,,grants@kleinfamilyfoundation.org,http://kleinfamilyfoundation.org,5215525,190000,254000,33,0
Leonis Family Foundation,,413 20th Pl,,Manhattan Beach,CA,90266-4542,United States,310-766-5757,,,,1249843,51500,253750,55,0
Treatments for Epilepsy and Symptoms of Slc13a5 Foundation,"Kimberly Nye, Executive Director; Lindsay Okamoto, Lindsay@Tessfoundation.Org",430 Claremont Way,,Menlo Park,CA,94025-3659,United States,650-521-2279,,kim@tessfoundation.org,http://tessresearch.org,459776,152845,253685,3,0
Kaiser Foundation Health Plan of Georgiainc,,C/O Kp Tax One Kaiser Plz Fl 26,,OAKLAND,CA,94612,United States,510-271-6611,,,http://www.kp.org,958752089,8267161,253500,4,0
Sandnes Family Foundation,,15810 Millmeadow Rd,,Santa Clarita,CA,91387-3940,United States,661-294-8877,,,,1210019,91800,253358,9,0
Velostreet Inc,,PO Box 5873,,Santa Rosa,CA,95402-5873,United States,7074802137,,info@velostreet.org,http://www.levisgranfondo.org,136411,352507,253329,2,0
Six Rivers Inc Formerly Six Rivers Planned Parenthood,,PO Box 359,,Bayside,CA,95524-0359,United States,707-822-5228,,,http://www.plannedparenthood.org/srpp,1641067,64450,253230,4,0
Richard Shaklee Memorial Foundation,,1300 Clay St Ste,,Oakland,CA,94612-1427,United States,510-540-9222,,,,,35700,253050,22,0
Bigger Picture Thrift Events,,167 Brooktree Ranch Rd,,Aptos,CA,95003-9737,United States,8316899813,,,http://www.carolinesnonprofitthriftshop.org,906438,65000,253000,17,0
The Riordan Foundation,,PO Box 491190,,Los Angeles,CA,90049-9190,United States,310-472-2020,(310) 824-1572,questions@riordanfoundation.org,http://www.riordanfoundation.org,7663,26237,252972,10,0
California Polytechnic State University Alumni Association San Luis Obispo,,1 Grand Ave,,San Luis Obispo,CA,93410-9002,United States,805-756-2586,,alumni@calpoly.edu,HTTPS://ALUMNI.CALPOLY.EDU/,1038615,16541,252971,6,0
Overaa Family Group,,1160 Vallecito Ct,,Lafayette,CA,94549-2831,United States,925-284-1727,,,http://WWW.GUIDESTAR.ORG,1611198,86000,252500,56,0
James & Katherine Mulvihill Family Foundation,,4060 4th Ave Ste 123,,San Diego,CA,92103-2120,United States,619-564-8782,,,,781538,38550,251350,24,0
Counsellor Foundation Inc,,716 Hudson St,,Davis,CA,95616-2925,United States,5307572749,,,,1869043,188673,251300,16,0
Sacred Logos Resource Center Sagos,,848 Stewart Dr Ste 200,,Sunnyvale,CA,94085-4526,United States,408-773-8891,,,,2393686,125261,251160,2,0
James R Burroughs Family Foundation,,2711 N Sepulveda Blvd # 318,,Manhattan Beach,CA,90266-2725,United States,310-640-1345,,,,1552171,104500,251100,35,0
Happy Village,,690 Wilshire Pl,,Los Angeles,CA,90005-3930,United States,213-368-2630,,,HTTP://WWW.MYHAPPYVILLAGE.ORG/,297163,538941,251100,4,0
J-J Petricciani Foundation,,PO Box 3247,,Los Altos,CA,94024-0247,United States,650-941-2141,,,,1783616,150000,251015,42,0
Bedford Family Foundation,,2783 Napa Valley Corporate Dr,,Napa,CA,94558-6216,United States,707-226-1458,,,,812593,35000,251000,9,0
Waldfogel Family Foundation,,300 Santa Rita Ave,,Palo Alto,CA,94301-3941,United States,650-845-8100,,,,952627,6000,251000,8,0
Mary Pickford Private Foundation,,40730 Calle Bandido,,Murrieta,CA,92562-9235,United States,760-505-0754,,,HTTP://MARYPICKFORD.ORG,10639424,25000,251000,5,0
Chuan Lyu Foundation,,PO Box 1294,,Menlo Park,CA,94026-1294,United States,650-462-1887,,,http://river-flow.org,1395466,111000,251000,2,0
The Cashion Foundation Co Allen Cashion,,52 Beacon Bay,,Newport Beach,CA,92660-7220,United States,9494669170,,,,1773395,96500,250801,82,0
Hallett Family Foundation,,249 33rd St,,Hermosa Beach,CA,90254-2009,United States,310-379-4125,,,,,218750,250452,28,0
Fontana Foundation of Hope,,PO Box 473,,Fontana,CA,92334-0473,United States,909-681-0601,,,http://WWW.FONTANAHOPE.ORG,11296646,209753,250450,28,0
Patti's Way,,11444 W Olympic Blvd Fl 11,,Los Angeles,CA,90064-1500,United States,310-566-1900,,,http://WWW.PATTISWAY.ORG,,52025,250449,20,0
Moxie Foundation C/o Ellen Waddell,,3830 Valley Centre Dr # 705-122,,San Diego,CA,92130-3320,United States,858-245-5566,,,http://WWW.MOXIEFOUNDATION.ORG,15230909,5782176,250323,3,0
Impact Justice,"Maddie  Cunningham; Maddie Cunningham; Madeleine Cunningham, Associate Director Of Development; Madeleine Cunningham, Associate Director Of Development",2930 Lakeshore Ave Ste 300,,Oakland,CA,94610-3662,United States,510-899-5010,,development@impactjustice.org,http://www.impactjustice.org,33846821,964830,250010,3,0
New Horizons Foundation,,515 S Figueroa St Ste,,Los Angeles,CA,90071-1722,United States,213-626-4481,,,,175525,185000,250000,8,0
Create Cures Foundation,,1260 15th St Ste 100,,Santa Monica,CA,90404-1136,United States,424-785-9099,424-424-3163,,http://CREATECURES.ORG,2338466,209626,250000,3,0
"Dreamworks Animation Charitable Foundation, Inc.",,100 Universal City Plz Bldg 12805f,,Universal City,CA,91608-1002,United States,818-777-3690,,,,18483,2450000,250000,2,0
Energy Action Fund,Zoe Rudman,55 2nd St Fl 24,,San Francisco,CA,94105-3491,United States,415-561-6700,(415) 651-6709,zoe.rudman@energyactionfund.org,https://energyactionfund.org/,33339510,15474778,250000,2,0
Feminine Rising Foundation Inc,,PO Box 227,,Philo,CA,95466-0227,United States,6514216797,,,http://FEMININE-RISING.ORG,4311,192489,250000,2,0
Marion F Seabury Living Trust,,11755 Wilshire Blvdste 1600,,LOS ANGELES,CA,90025,United States,3109144999,,,,,,250000,2,0
Vv Family Foundation,,16500 Brimhall Rd,,Bakersfield,CA,93314-9212,United States,661-809-7909,,,,7699,101000,250000,2,0
California Association of Realtors Issues Mobilization Political Action Com,,525 S Virgil Ave,,Los Angeles,CA,90020-1403,United States,213-739-8200,,,http://WWW.CAR.ORG,10900031,273500,250000,1,0
Help Them Smile Co Libby Wilson Md,,880 W 1st St Apt 203,,Los Angeles,CA,90012-2417,United States,310-494-2676,,,,50103,,250000,1,0
Illuminate Foundation,,16255 Ventura Blvd Ste 800,,Encino,CA,91436-2317,United States,818-789-9090,,,,5554,10000,250000,1,0
Kardashian Jenner Family Foundation Inc,,9255 W Sunset Blvd Fl 2,,West Hollywood,CA,90069-3308,United States,323-284-7600,,,,604340,20000,250000,1,0
Kenneth L Karst Racial Equity Foundation,,210 Miramar Dr,,Santa Cruz,CA,95060-5230,United States,831-423-3745,,,http://klkrefoundation.org,29707,88108,250000,1,0
Nci Affiliates Inc,,1434 Chestnut St,,Paso Robles,CA,93446-2000,United States,805-296-3345,,,http://NCIAFFILIATES.ORG,17514513,,250000,1,0
"Sacramento Kings, L.P. Corporate Giving Program",,Power Balance Pavillion 1 Sports Pkwy.,,Sacramento,CA,95834-2300,United States,(916) 928-0000,(916) 928-0727,communityimpact@kings.com,http://www.nba.com/kings/community/index.html,,,250000,1,0
Stand.earth,"Cary Burns, Donor Services Associate; Kayla Minotti, Development Officer",548 Market St # 74196,,San Francisco,CA,94104-5401,United States,415-863-4563,866-806-0993,kayla@stand.earth,http://www.stand.earth,6942218,1415652,250000,1,0
William and Mildred Levine Foundation,,4941 Ashville Dr,,Huntington Beach,CA,92649-6445,United States,585-272-0606,,,,15749387,607500,250000,1,0
Dr. Carreón Foundation,"Kathy Mcadara, Consultant; Ricardo Loretta, Executive Director",41550 Eclectic St,,Palm Desert,CA,92260-1967,United States,858-344-4812,,carreonfoundation@gmail.com,http://www.carreonfoundation.org,1766034,249950,249950,1,0
Alliance for Community Development of the San Francisco Bay Area,"Julia Mccotter; Nayeli Maxson, Ceo",101 Broadway Ste 202,,Oakland,CA,94607-3745,United States,510-319-9702,,info@allianceforcommunitydevelopment.com,http://ALLIANCECD.ORG,5437499,10500,249889,3,0
Flourish Foundation,,Co Gcbm 2049 Century Pk E 1400,,LOS ANGELES,CA,90067,United States,310-315-6200,,,http://WWW.THEFLOURISHFOUNDATION.ORG,84698,42755,249750,60,0
Coasthills Credit Union,,1075 E Betteravia Rd,,Santa Maria,CA,93454-7023,United States,805-733-7600,,,http://WWW.COASTHILLS.COOP,1783506274,379162,249655,18,0
Evans Family Foundation,,12275 El Camino Real Ste 100,,San Diego,CA,92130-4092,United States,858-720-8900,,,,,405000,249500,19,0
Big Sur Food & Wine Foundation Inc,"Elsa Rivera, Cfo  And Director Of Development/Fundraising; Elsa Rivera, Cfo / Events Director",PO Box 487,,Big Sur,CA,93920-0487,United States,831-596-8105,,elsa.bsfw@gmail.com,http://WWW.BIGSURFOODANDWINE.ORG,30246,224000,249500,12,0
Matthew Silverman Memorial Foundation,,324 S Beverly Dr # 411,,Beverly Hills,CA,90212-4822,United States,424-293-8000,,,http://WWW.MATTSFOUNDATION.ORG,1672768,9250,249425,11,0
